model,dataset,N,T_star,n_problems
Qwen2.5-3B,mathfull,512,0.4,66
Qwen2.5-3B,mathfull,512,0.5,62
Qwen2.5-3B,mathfull,512,0.6,57
Qwen2.5-3B,mathfull,512,0.7,51
Qwen2.5-3B,mathfull,512,0.8,45
Qwen2.5-3B,mathfull,512,0.9,45
Qwen2.5-3B,mathfull,512,1.0,53
Qwen2.5-3B,mathfull,512,1.1,76
Qwen2.5-3B,mathfull,512,1.2,87
Qwen2.5-3B,mathfull,1024,0.1,4243
Qwen2.5-3B,mathfull,1024,0.2,168
Qwen2.5-3B,mathfull,1024,0.3,85
Qwen2.5-3B,mathfull,1024,0.4,68
Qwen2.5-3B,mathfull,1024,0.5,64
Qwen2.5-3B,mathfull,1024,0.6,37
Qwen2.5-3B,mathfull,1024,0.7,43
Qwen2.5-3B,mathfull,1024,0.8,41
Qwen2.5-3B,mathfull,1024,0.9,37
Qwen2.5-3B,mathfull,1024,1.0,49
Qwen2.5-3B,mathfull,1024,1.1,66
Qwen2.5-3B,mathfull,1024,1.2,64
Qwen2.5-3B,mathfull,1536,0.1,4299
Qwen2.5-3B,mathfull,1536,0.2,172
Qwen2.5-3B,mathfull,1536,0.3,75
Qwen2.5-3B,mathfull,1536,0.4,63
Qwen2.5-3B,mathfull,1536,0.5,58
Qwen2.5-3B,mathfull,1536,0.6,30
Qwen2.5-3B,mathfull,1536,0.7,47
Qwen2.5-3B,mathfull,1536,0.8,34
Qwen2.5-3B,mathfull,1536,0.9,31
Qwen2.5-3B,mathfull,1536,1.0,41
Qwen2.5-3B,mathfull,1536,1.1,58
Qwen2.5-3B,mathfull,1536,1.2,57
Qwen2.5-3B,mathfull,2048,0.1,4333
Qwen2.5-3B,mathfull,2048,0.2,170
Qwen2.5-3B,mathfull,2048,0.3,75
Qwen2.5-3B,mathfull,2048,0.4,67
Qwen2.5-3B,mathfull,2048,0.5,46
Qwen2.5-3B,mathfull,2048,0.6,36
Qwen2.5-3B,mathfull,2048,0.7,40
Qwen2.5-3B,mathfull,2048,0.8,27
Qwen2.5-3B,mathfull,2048,0.9,29
Qwen2.5-3B,mathfull,2048,1.0,37
Qwen2.5-3B,mathfull,2048,1.1,53
Qwen2.5-3B,mathfull,2048,1.2,52
Qwen3-4B-Instruct-2507,aime2023,1,0.1,5
Qwen3-4B-Instruct-2507,aime2023,1,0.3,1
Qwen3-4B-Instruct-2507,aime2023,1,0.4,1
Qwen3-4B-Instruct-2507,aime2023,1,0.5,2
Qwen3-4B-Instruct-2507,aime2023,1,0.6,2
Qwen3-4B-Instruct-2507,aime2023,1,0.7,3
Qwen3-4B-Instruct-2507,aime2023,1,0.9,2
Qwen3-4B-Instruct-2507,aime2023,1,1.2,5
Qwen3-4B-Instruct-2507,aime2023,2,0.1,5
Qwen3-4B-Instruct-2507,aime2023,2,0.3,1
Qwen3-4B-Instruct-2507,aime2023,2,0.5,3
Qwen3-4B-Instruct-2507,aime2023,2,0.6,2
Qwen3-4B-Instruct-2507,aime2023,2,0.7,2
Qwen3-4B-Instruct-2507,aime2023,2,0.9,1
Qwen3-4B-Instruct-2507,aime2023,2,1.1,1
Qwen3-4B-Instruct-2507,aime2023,2,1.2,6
Qwen3-4B-Instruct-2507,aime2023,4,0.1,5
Qwen3-4B-Instruct-2507,aime2023,4,0.3,1
Qwen3-4B-Instruct-2507,aime2023,4,0.4,1
Qwen3-4B-Instruct-2507,aime2023,4,0.5,2
Qwen3-4B-Instruct-2507,aime2023,4,0.6,1
Qwen3-4B-Instruct-2507,aime2023,4,0.7,3
Qwen3-4B-Instruct-2507,aime2023,4,0.9,1
Qwen3-4B-Instruct-2507,aime2023,4,1.1,1
Qwen3-4B-Instruct-2507,aime2023,4,1.2,6
Qwen3-4B-Instruct-2507,aime2023,8,0.1,4
Qwen3-4B-Instruct-2507,aime2023,8,0.3,1
Qwen3-4B-Instruct-2507,aime2023,8,0.4,1
Qwen3-4B-Instruct-2507,aime2023,8,0.5,3
Qwen3-4B-Instruct-2507,aime2023,8,0.6,1
Qwen3-4B-Instruct-2507,aime2023,8,0.7,2
Qwen3-4B-Instruct-2507,aime2023,8,0.8,1
Qwen3-4B-Instruct-2507,aime2023,8,0.9,3
Qwen3-4B-Instruct-2507,aime2023,8,1.1,1
Qwen3-4B-Instruct-2507,aime2023,8,1.2,4
Qwen3-4B-Instruct-2507,aime2023,16,0.1,7
Qwen3-4B-Instruct-2507,aime2023,16,0.2,1
Qwen3-4B-Instruct-2507,aime2023,16,0.4,2
Qwen3-4B-Instruct-2507,aime2023,16,0.5,3
Qwen3-4B-Instruct-2507,aime2023,16,0.6,1
Qwen3-4B-Instruct-2507,aime2023,16,0.7,2
Qwen3-4B-Instruct-2507,aime2023,16,0.8,1
Qwen3-4B-Instruct-2507,aime2023,16,0.9,1
Qwen3-4B-Instruct-2507,aime2023,16,1.2,3
Qwen3-4B-Instruct-2507,aime2023,32,0.1,11
Qwen3-4B-Instruct-2507,aime2023,32,0.5,3
Qwen3-4B-Instruct-2507,aime2023,32,0.6,1
Qwen3-4B-Instruct-2507,aime2023,32,0.7,2
Qwen3-4B-Instruct-2507,aime2023,32,0.9,1
Qwen3-4B-Instruct-2507,aime2023,32,1.0,1
Qwen3-4B-Instruct-2507,aime2023,32,1.1,1
Qwen3-4B-Instruct-2507,aime2023,32,1.2,1
Qwen3-4B-Instruct-2507,aime2023,64,0.1,13
Qwen3-4B-Instruct-2507,aime2023,64,0.4,1
Qwen3-4B-Instruct-2507,aime2023,64,0.5,2
Qwen3-4B-Instruct-2507,aime2023,64,0.6,1
Qwen3-4B-Instruct-2507,aime2023,64,0.7,2
Qwen3-4B-Instruct-2507,aime2023,64,0.8,1
Qwen3-4B-Instruct-2507,aime2023,64,0.9,1
Qwen3-4B-Instruct-2507,aime2023,128,0.1,17
Qwen3-4B-Instruct-2507,aime2023,128,0.4,1
Qwen3-4B-Instruct-2507,aime2023,128,0.5,2
Qwen3-4B-Instruct-2507,aime2023,128,0.6,1
Qwen3-4B-Instruct-2507,aime2023,256,0.1,19
Qwen3-4B-Instruct-2507,aime2023,256,0.3,1
Qwen3-4B-Instruct-2507,aime2023,256,0.5,1
Qwen3-4B-Instruct-2507,aime2023,512,0.1,19
Qwen3-4B-Instruct-2507,aime2023,512,0.2,1
Qwen3-4B-Instruct-2507,aime2023,512,0.4,1
Qwen3-4B-Instruct-2507,aime2023,1024,0.1,19
Qwen3-4B-Instruct-2507,aime2023,1024,0.2,2
Qwen3-4B-Instruct-2507,aime2023,1536,0.1,20
Qwen3-4B-Instruct-2507,aime2023,1536,0.2,1
Qwen3-4B-Instruct-2507,aime2023,2048,0.1,20
Qwen3-4B-Instruct-2507,aime2023,2048,0.2,1
Qwen3-4B-Instruct-2507,aime2024,1,0.1,5
Qwen3-4B-Instruct-2507,aime2024,1,0.2,1
Qwen3-4B-Instruct-2507,aime2024,1,0.3,2
Qwen3-4B-Instruct-2507,aime2024,1,0.4,4
Qwen3-4B-Instruct-2507,aime2024,1,0.5,2
Qwen3-4B-Instruct-2507,aime2024,1,0.6,1
Qwen3-4B-Instruct-2507,aime2024,1,0.7,3
Qwen3-4B-Instruct-2507,aime2024,1,0.8,1
Qwen3-4B-Instruct-2507,aime2024,1,0.9,2
Qwen3-4B-Instruct-2507,aime2024,1,1.2,5
Qwen3-4B-Instruct-2507,aime2024,2,0.1,7
Qwen3-4B-Instruct-2507,aime2024,2,0.3,3
Qwen3-4B-Instruct-2507,aime2024,2,0.4,5
Qwen3-4B-Instruct-2507,aime2024,2,0.5,1
Qwen3-4B-Instruct-2507,aime2024,2,0.7,3
Qwen3-4B-Instruct-2507,aime2024,2,0.8,1
Qwen3-4B-Instruct-2507,aime2024,2,0.9,1
Qwen3-4B-Instruct-2507,aime2024,2,1.1,2
Qwen3-4B-Instruct-2507,aime2024,2,1.2,3
Qwen3-4B-Instruct-2507,aime2024,4,0.1,6
Qwen3-4B-Instruct-2507,aime2024,4,0.3,1
Qwen3-4B-Instruct-2507,aime2024,4,0.4,4
Qwen3-4B-Instruct-2507,aime2024,4,0.5,2
Qwen3-4B-Instruct-2507,aime2024,4,0.6,1
Qwen3-4B-Instruct-2507,aime2024,4,0.7,3
Qwen3-4B-Instruct-2507,aime2024,4,0.8,3
Qwen3-4B-Instruct-2507,aime2024,4,1.0,1
Qwen3-4B-Instruct-2507,aime2024,4,1.1,1
Qwen3-4B-Instruct-2507,aime2024,4,1.2,4
Qwen3-4B-Instruct-2507,aime2024,8,0.1,8
Qwen3-4B-Instruct-2507,aime2024,8,0.3,1
Qwen3-4B-Instruct-2507,aime2024,8,0.4,2
Qwen3-4B-Instruct-2507,aime2024,8,0.5,2
Qwen3-4B-Instruct-2507,aime2024,8,0.7,3
Qwen3-4B-Instruct-2507,aime2024,8,0.8,3
Qwen3-4B-Instruct-2507,aime2024,8,1.0,2
Qwen3-4B-Instruct-2507,aime2024,8,1.1,1
Qwen3-4B-Instruct-2507,aime2024,8,1.2,4
Qwen3-4B-Instruct-2507,aime2024,16,0.1,8
Qwen3-4B-Instruct-2507,aime2024,16,0.2,2
Qwen3-4B-Instruct-2507,aime2024,16,0.3,2
Qwen3-4B-Instruct-2507,aime2024,16,0.4,2
Qwen3-4B-Instruct-2507,aime2024,16,0.5,1
Qwen3-4B-Instruct-2507,aime2024,16,0.6,2
Qwen3-4B-Instruct-2507,aime2024,16,0.7,3
Qwen3-4B-Instruct-2507,aime2024,16,0.8,2
Qwen3-4B-Instruct-2507,aime2024,16,0.9,1
Qwen3-4B-Instruct-2507,aime2024,16,1.1,2
Qwen3-4B-Instruct-2507,aime2024,16,1.2,1
Qwen3-4B-Instruct-2507,aime2024,32,0.1,15
Qwen3-4B-Instruct-2507,aime2024,32,0.3,1
Qwen3-4B-Instruct-2507,aime2024,32,0.4,2
Qwen3-4B-Instruct-2507,aime2024,32,0.7,3
Qwen3-4B-Instruct-2507,aime2024,32,0.8,1
Qwen3-4B-Instruct-2507,aime2024,32,1.0,1
Qwen3-4B-Instruct-2507,aime2024,32,1.1,2
Qwen3-4B-Instruct-2507,aime2024,32,1.2,1
Qwen3-4B-Instruct-2507,aime2024,64,0.1,19
Qwen3-4B-Instruct-2507,aime2024,64,0.2,1
Qwen3-4B-Instruct-2507,aime2024,64,0.3,1
Qwen3-4B-Instruct-2507,aime2024,64,0.4,1
Qwen3-4B-Instruct-2507,aime2024,64,0.7,2
Qwen3-4B-Instruct-2507,aime2024,64,1.1,2
Qwen3-4B-Instruct-2507,aime2024,128,0.1,21
Qwen3-4B-Instruct-2507,aime2024,128,0.3,1
Qwen3-4B-Instruct-2507,aime2024,128,0.7,2
Qwen3-4B-Instruct-2507,aime2024,128,0.8,1
Qwen3-4B-Instruct-2507,aime2024,128,1.0,1
Qwen3-4B-Instruct-2507,aime2024,256,0.1,23
Qwen3-4B-Instruct-2507,aime2024,256,0.3,1
Qwen3-4B-Instruct-2507,aime2024,256,0.7,1
Qwen3-4B-Instruct-2507,aime2024,256,0.9,1
Qwen3-4B-Instruct-2507,aime2024,512,0.1,23
Qwen3-4B-Instruct-2507,aime2024,512,0.3,1
Qwen3-4B-Instruct-2507,aime2024,512,0.7,2
Qwen3-4B-Instruct-2507,aime2024,1024,0.1,23
Qwen3-4B-Instruct-2507,aime2024,1024,0.3,1
Qwen3-4B-Instruct-2507,aime2024,1024,0.7,2
Qwen3-4B-Instruct-2507,aime2024,1536,0.1,23
Qwen3-4B-Instruct-2507,aime2024,1536,0.3,1
Qwen3-4B-Instruct-2507,aime2024,1536,0.7,2
Qwen3-4B-Instruct-2507,aime2024,2048,0.1,23
Qwen3-4B-Instruct-2507,aime2024,2048,0.3,1
Qwen3-4B-Instruct-2507,aime2024,2048,0.7,2
Qwen3-4B-Instruct-2507,aime2025,1,0.1,7
Qwen3-4B-Instruct-2507,aime2025,1,0.2,3
Qwen3-4B-Instruct-2507,aime2025,1,0.3,2
Qwen3-4B-Instruct-2507,aime2025,1,0.4,2
Qwen3-4B-Instruct-2507,aime2025,1,0.5,1
Qwen3-4B-Instruct-2507,aime2025,1,0.6,3
Qwen3-4B-Instruct-2507,aime2025,1,0.7,1
Qwen3-4B-Instruct-2507,aime2025,1,1.2,3
Qwen3-4B-Instruct-2507,aime2025,2,0.1,6
Qwen3-4B-Instruct-2507,aime2025,2,0.2,2
Qwen3-4B-Instruct-2507,aime2025,2,0.3,2
Qwen3-4B-Instruct-2507,aime2025,2,0.4,1
Qwen3-4B-Instruct-2507,aime2025,2,0.5,3
Qwen3-4B-Instruct-2507,aime2025,2,0.7,2
Qwen3-4B-Instruct-2507,aime2025,2,0.8,1
Qwen3-4B-Instruct-2507,aime2025,2,0.9,2
Qwen3-4B-Instruct-2507,aime2025,2,1.2,3
Qwen3-4B-Instruct-2507,aime2025,4,0.1,7
Qwen3-4B-Instruct-2507,aime2025,4,0.2,3
Qwen3-4B-Instruct-2507,aime2025,4,0.3,1
Qwen3-4B-Instruct-2507,aime2025,4,0.4,1
Qwen3-4B-Instruct-2507,aime2025,4,0.5,2
Qwen3-4B-Instruct-2507,aime2025,4,0.6,2
Qwen3-4B-Instruct-2507,aime2025,4,0.7,2
Qwen3-4B-Instruct-2507,aime2025,4,0.8,1
Qwen3-4B-Instruct-2507,aime2025,4,1.0,1
Qwen3-4B-Instruct-2507,aime2025,4,1.2,2
Qwen3-4B-Instruct-2507,aime2025,8,0.1,8
Qwen3-4B-Instruct-2507,aime2025,8,0.2,2
Qwen3-4B-Instruct-2507,aime2025,8,0.3,1
Qwen3-4B-Instruct-2507,aime2025,8,0.4,1
Qwen3-4B-Instruct-2507,aime2025,8,0.5,2
Qwen3-4B-Instruct-2507,aime2025,8,0.6,1
Qwen3-4B-Instruct-2507,aime2025,8,0.7,2
Qwen3-4B-Instruct-2507,aime2025,8,0.9,1
Qwen3-4B-Instruct-2507,aime2025,8,1.0,1
Qwen3-4B-Instruct-2507,aime2025,8,1.2,3
Qwen3-4B-Instruct-2507,aime2025,16,0.1,11
Qwen3-4B-Instruct-2507,aime2025,16,0.2,4
Qwen3-4B-Instruct-2507,aime2025,16,0.3,2
Qwen3-4B-Instruct-2507,aime2025,16,0.5,2
Qwen3-4B-Instruct-2507,aime2025,16,0.7,1
Qwen3-4B-Instruct-2507,aime2025,16,0.8,1
Qwen3-4B-Instruct-2507,aime2025,16,1.0,1
Qwen3-4B-Instruct-2507,aime2025,32,0.1,14
Qwen3-4B-Instruct-2507,aime2025,32,0.2,2
Qwen3-4B-Instruct-2507,aime2025,32,0.3,1
Qwen3-4B-Instruct-2507,aime2025,32,0.4,1
Qwen3-4B-Instruct-2507,aime2025,32,0.5,1
Qwen3-4B-Instruct-2507,aime2025,32,0.7,1
Qwen3-4B-Instruct-2507,aime2025,32,1.0,2
Qwen3-4B-Instruct-2507,aime2025,64,0.1,18
Qwen3-4B-Instruct-2507,aime2025,64,0.2,2
Qwen3-4B-Instruct-2507,aime2025,64,0.3,1
Qwen3-4B-Instruct-2507,aime2025,64,1.0,1
Qwen3-4B-Instruct-2507,aime2025,128,0.1,20
Qwen3-4B-Instruct-2507,aime2025,128,0.2,1
Qwen3-4B-Instruct-2507,aime2025,128,0.3,1
Qwen3-4B-Instruct-2507,aime2025,256,0.1,20
Qwen3-4B-Instruct-2507,aime2025,256,0.2,1
Qwen3-4B-Instruct-2507,aime2025,256,0.3,1
Qwen3-4B-Instruct-2507,aime2025,512,0.1,20
Qwen3-4B-Instruct-2507,aime2025,512,0.2,1
Qwen3-4B-Instruct-2507,aime2025,512,0.3,1
Qwen3-4B-Instruct-2507,aime2025,1024,0.1,20
Qwen3-4B-Instruct-2507,aime2025,1024,0.2,1
Qwen3-4B-Instruct-2507,aime2025,1024,0.3,1
Qwen3-4B-Instruct-2507,aime2025,1536,0.1,20
Qwen3-4B-Instruct-2507,aime2025,1536,0.2,1
Qwen3-4B-Instruct-2507,aime2025,1536,0.3,1
Qwen3-4B-Instruct-2507,aime2025,2048,0.1,20
Qwen3-4B-Instruct-2507,aime2025,2048,0.2,1
Qwen3-4B-Instruct-2507,aime2025,2048,0.3,1
Qwen3-4B-Instruct-2507,aime2026,1,0.1,6
Qwen3-4B-Instruct-2507,aime2026,1,0.2,3
Qwen3-4B-Instruct-2507,aime2026,1,0.3,1
Qwen3-4B-Instruct-2507,aime2026,1,0.5,2
Qwen3-4B-Instruct-2507,aime2026,1,0.6,4
Qwen3-4B-Instruct-2507,aime2026,1,0.8,2
Qwen3-4B-Instruct-2507,aime2026,1,0.9,1
Qwen3-4B-Instruct-2507,aime2026,1,1.0,1
Qwen3-4B-Instruct-2507,aime2026,1,1.1,2
Qwen3-4B-Instruct-2507,aime2026,1,1.2,2
Qwen3-4B-Instruct-2507,aime2026,2,0.1,7
Qwen3-4B-Instruct-2507,aime2026,2,0.2,2
Qwen3-4B-Instruct-2507,aime2026,2,0.3,2
Qwen3-4B-Instruct-2507,aime2026,2,0.4,1
Qwen3-4B-Instruct-2507,aime2026,2,0.5,1
Qwen3-4B-Instruct-2507,aime2026,2,0.6,2
Qwen3-4B-Instruct-2507,aime2026,2,0.8,2
Qwen3-4B-Instruct-2507,aime2026,2,0.9,2
Qwen3-4B-Instruct-2507,aime2026,2,1.1,5
Qwen3-4B-Instruct-2507,aime2026,4,0.1,7
Qwen3-4B-Instruct-2507,aime2026,4,0.2,1
Qwen3-4B-Instruct-2507,aime2026,4,0.3,1
Qwen3-4B-Instruct-2507,aime2026,4,0.4,2
Qwen3-4B-Instruct-2507,aime2026,4,0.5,3
Qwen3-4B-Instruct-2507,aime2026,4,0.6,1
Qwen3-4B-Instruct-2507,aime2026,4,0.7,1
Qwen3-4B-Instruct-2507,aime2026,4,0.8,1
Qwen3-4B-Instruct-2507,aime2026,4,0.9,1
Qwen3-4B-Instruct-2507,aime2026,4,1.0,1
Qwen3-4B-Instruct-2507,aime2026,4,1.1,5
Qwen3-4B-Instruct-2507,aime2026,8,0.1,7
Qwen3-4B-Instruct-2507,aime2026,8,0.2,1
Qwen3-4B-Instruct-2507,aime2026,8,0.3,1
Qwen3-4B-Instruct-2507,aime2026,8,0.4,3
Qwen3-4B-Instruct-2507,aime2026,8,0.5,3
Qwen3-4B-Instruct-2507,aime2026,8,0.6,2
Qwen3-4B-Instruct-2507,aime2026,8,0.9,1
Qwen3-4B-Instruct-2507,aime2026,8,1.0,1
Qwen3-4B-Instruct-2507,aime2026,8,1.1,4
Qwen3-4B-Instruct-2507,aime2026,8,1.2,1
Qwen3-4B-Instruct-2507,aime2026,16,0.1,12
Qwen3-4B-Instruct-2507,aime2026,16,0.3,1
Qwen3-4B-Instruct-2507,aime2026,16,0.4,1
Qwen3-4B-Instruct-2507,aime2026,16,0.5,3
Qwen3-4B-Instruct-2507,aime2026,16,0.6,2
Qwen3-4B-Instruct-2507,aime2026,16,0.8,1
Qwen3-4B-Instruct-2507,aime2026,16,0.9,1
Qwen3-4B-Instruct-2507,aime2026,16,1.1,3
Qwen3-4B-Instruct-2507,aime2026,32,0.1,13
Qwen3-4B-Instruct-2507,aime2026,32,0.4,2
Qwen3-4B-Instruct-2507,aime2026,32,0.5,3
Qwen3-4B-Instruct-2507,aime2026,32,0.6,2
Qwen3-4B-Instruct-2507,aime2026,32,0.9,1
Qwen3-4B-Instruct-2507,aime2026,32,1.1,3
Qwen3-4B-Instruct-2507,aime2026,64,0.1,15
Qwen3-4B-Instruct-2507,aime2026,64,0.2,1
Qwen3-4B-Instruct-2507,aime2026,64,0.4,2
Qwen3-4B-Instruct-2507,aime2026,64,0.5,2
Qwen3-4B-Instruct-2507,aime2026,64,0.6,2
Qwen3-4B-Instruct-2507,aime2026,64,0.9,1
Qwen3-4B-Instruct-2507,aime2026,64,1.1,1
Qwen3-4B-Instruct-2507,aime2026,128,0.1,18
Qwen3-4B-Instruct-2507,aime2026,128,0.2,1
Qwen3-4B-Instruct-2507,aime2026,128,0.3,2
Qwen3-4B-Instruct-2507,aime2026,128,0.4,1
Qwen3-4B-Instruct-2507,aime2026,128,0.6,1
Qwen3-4B-Instruct-2507,aime2026,128,1.1,1
Qwen3-4B-Instruct-2507,aime2026,256,0.1,20
Qwen3-4B-Instruct-2507,aime2026,256,0.2,1
Qwen3-4B-Instruct-2507,aime2026,256,0.4,1
Qwen3-4B-Instruct-2507,aime2026,256,0.6,1
Qwen3-4B-Instruct-2507,aime2026,256,1.1,1
Qwen3-4B-Instruct-2507,aime2026,512,0.1,23
Qwen3-4B-Instruct-2507,aime2026,512,1.1,1
Qwen3-4B-Instruct-2507,aime2026,1024,0.1,23
Qwen3-4B-Instruct-2507,aime2026,1024,1.1,1
Qwen3-4B-Instruct-2507,aime2026,1536,0.1,23
Qwen3-4B-Instruct-2507,aime2026,1536,1.0,1
Qwen3-4B-Instruct-2507,aime2026,2048,0.1,23
Qwen3-4B-Instruct-2507,aime2026,2048,1.0,1
